id,name,url,clip_of,clip_position,path,speed,airtable_id,created_at,updated_at,source_url,source_text
303ad667-819d-4b77-9307-72fa33638e53,But he was_v001,content/3word/intermediatelevel3/buthewas/testdictation/fast.mp4,,1,content/3word/intermediatelevel3/buthewas/testdictation/fast,Fast,recJHSdf8G5hpkwcP,2020-02-01 18:26:43.405472+00,2020-02-08 17:02:31.291798+00,,
a2a991d0-4016-4bcb-82eb-a46052099e89,It was just_v006,content/3word/intermediatelevel3/itwasjust/testbank/fast.mp4,,1,content/3word/intermediatelevel3/itwasjust/testbank/fast,Fast,recTRdohvPAVptzyC,2020-02-01 18:26:43.473877+00,2020-02-08 17:02:31.291798+00,,
6f57ee47-e95e-4852-bd18-c7015bb7738b,You were a_v001,content/3word/intermediatelevel3/youwerea/testmeaning/fast.mp4,,1,content/3word/intermediatelevel3/youwerea/testmeaning/fast,Fast,recJYTete0HqBd85g,2020-02-01 18:26:43.534134+00,2020-02-08 17:02:31.291798+00,,
2b93383c-db34-4a84-b37f-58a6cdf8a596,Going to try to_v001,content/pro/level1.003.mp4,,1,content/pro/level1.003,Neutro,recIGOTvkzzNpJVBl,2020-02-01 18:26:43.594416+00,2020-02-08 17:02:31.291798+00,,
b3612115-c14c-418b-a45b-bfa4e9772873,Should have_v001,content/pro/level1.006.mp4,,1,content/pro/level1.006,Neutro,recpTjoVXbAWQQQTf,2020-02-01 18:26:43.67432+00,2020-02-08 17:02:31.291798+00,,
8dc0c613-ef9f-4fa1-ba40-ffc8fe063906,It was an eye_v001,content/pro/level1.009.mp4,,1,content/pro/level1.009,Neutro,rec82KWJCIXD51TjP,2020-02-01 18:26:43.714203+00,2020-02-08 17:02:31.291798+00,,
cb844bca-df12-4b49-b93c-710d17cdf2a9,"That'll, her, will_v002",content/pro/level2.002/hint.mp4,,1,content/pro/level2.002/hint,Slow ,rec1KuaDClWeVgSbx,2020-02-01 18:26:43.754106+00,2020-02-08 17:02:31.291798+00,,
1568aa23-cb69-454a-a72b-a73c43a6784b,Must have been her_v003,content/pro/level2.005/hint2.mp4,,1,content/pro/level2.005/hint2,Slow ,rec19T7v9J1xkAJrK,2020-02-01 18:26:43.775447+00,2020-02-08 17:02:31.291798+00,,
87ed9bb8-2589-4e7b-bca9-2ed1be11ddfe,But it might have_v003,content/pro/level2.008/hint2.mp4,,1,content/pro/level2.008/hint2,Slow ,rec70ypikHE7Xg2mM,2020-02-01 18:26:43.813696+00,2020-02-08 17:02:31.291798+00,,
e283162b-a886-45c5-b405-b04ecaeed243,we do not have any but there's a_v003,content/pro/level3.001/hint2.mp4,,1,content/pro/level3.001/hint2,Slow ,recJEQBNGOfxUWAwh,2020-02-01 18:26:43.833397+00,2020-02-08 17:02:31.291798+00,,
1fc57aeb-67cd-43e2-aa2a-dd655782308d,A lot of it_v002,content/pro/level3.005/hint.mp4,,1,content/pro/level3.005/hint,Slow ,recNGB2LlaxYacnDM,2020-02-01 18:26:43.873518+00,2020-02-08 17:02:31.291798+00,,
5d17700e-fd62-4eb1-98ec-a3932b9be1d2,A lot of_v001,content/pro/level3.009.mp4,,1,content/pro/level3.009,Neutro,recTcvtHKeu553uA0,2020-02-01 18:26:43.894506+00,2020-02-08 17:02:31.291798+00,,
ff108b0e-a7d4-4396-9c25-ed82ce6b18e9,It will_v003,content/spokengrammar/contractions/itwill/testmeaning/slow.mp4,,1,content/spokengrammar/contractions/itwill/testmeaning/slow,Slow ,rec8JxP1L5XY9EKtC,2020-02-01 18:26:43.95438+00,2020-02-08 17:02:31.291798+00,,
bebbdaad-f95a-47e5-8b83-84ffba6d5b70,Could have_v001,content/spokengrammar/conditionals/couldhave/testmeaning/fast.mp4,,1,content/spokengrammar/conditionals/couldhave/testmeaning/fast,Fast,recHYgxRBH0IKDyvB,2020-02-01 18:26:44.014174+00,2020-02-08 17:02:31.291798+00,,
0368d415-e005-4280-95d7-5a70b736c82d,Should have_v003,content/spokengrammar/conditionals/shouldhave/testmeaning/slow.mp4,,1,content/spokengrammar/conditionals/shouldhave/testmeaning/slow,Slow ,recHOxGE0oAbm5LvH,2020-02-01 18:26:44.074507+00,2020-02-08 17:02:31.291798+00,,
1efe35ab-e32f-4fc6-b034-8a031d5b530b,Would have_v003,content/spokengrammar/conditionals/wouldhave/testmeaning/slow.mp4,,1,content/spokengrammar/conditionals/wouldhave/testmeaning/slow,Slow ,recvRppusF0FZ4RpG,2020-02-01 18:26:44.113899+00,2020-02-08 17:02:31.291798+00,,
777cdd9e-489e-4f72-b329-6edd8cbd9b44,How do you_v003,content/spokengrammar/questions/howdoyou/testdictation/fast.mp4,,1,content/spokengrammar/questions/howdoyou/testdictation/fast,Fast,recUYXSvcBnNrDOF9,2020-02-01 18:26:44.136696+00,2020-02-08 17:02:31.291798+00,,
9811562c-d47f-474f-ba59-1b3887e8b875,Could not have_v004,content/spokengrammar/conditionals/couldnothave/testdictation/medium.mp4,,1,content/spokengrammar/conditionals/couldnothave/testdictation/medium,Medium,recJlQILVlGnO4jvK,2020-02-01 18:26:44.174101+00,2020-02-08 17:02:31.291798+00,,
2f69f11c-ee2f-4f5e-9759-12056fbb1e11,Should not have_v005,content/spokengrammar/conditionals/shouldnothave/testdictation/medium.mp4,,1,content/spokengrammar/conditionals/shouldnothave/testdictation/medium,Slow ,recaLduX8GV4zO6Dj,2020-02-01 18:26:44.195769+00,2020-02-08 17:02:31.291798+00,,
b685dfda-f7ab-4f24-9a16-eba45ba9d4c0,Something like that_v003,content/3word/corelevel3/somethinglikethat/testmeaning/slow.mp4,,1,content/3word/corelevel3/somethinglikethat/testmeaning/slow,Slow ,rec3HsGxCvuMzDms9,2020-02-01 18:26:42.455288+00,2020-02-08 17:02:31.291798+00,,
0ebf1b8f-73f2-48a8-ac78-ecb2dd59ec88,Things like that _v005,content/3word/corelevel3/thingslikethat/testdictation/slow.mp4,,1,content/3word/corelevel3/thingslikethat/testdictation/slow,Slow ,rec8shMiRjBKpEdQC,2020-02-01 18:26:42.493992+00,2020-02-08 17:02:31.291798+00,,
109eb44c-d4b5-4dc4-b9ea-383d7fad137b,Her_v008,content/1word/intermediatelevel1/her/testbank/medium.mp4,,1,content/1word/intermediatelevel1/her/testbank/medium,Medium,reckncxnG9ObGV9FY,2020-02-01 18:26:42.533404+00,2020-02-08 17:02:31.291798+00,,
b3b0f9b1-ff05-4f6b-8870-fbe1df0a497c,patricia1.mp4,patricia1.mp4,a553aeba-24ee-4acc-b617-5090ca535f9e,1,patricia1,,,2020-04-22 00:01:12.465581+00,2020-04-22 15:49:50.983313+00,,
78377a51-160c-42e8-8bda-d01dfedb0348,It'll isn't_v001,content/pro/level1.010.mp4,,1,content/pro/level1.010,Neutro,recLu9SYVAePcdhmj,2020-02-01 18:26:43.733619+00,2020-02-08 17:02:31.291798+00,,
5e158932-1c0d-4cfb-bc48-a9fb92c93683,It_v002,content/1word/intermediatelevel1/it/testmeaning/medium.mp4,,1,content/1word/intermediatelevel1/it/testmeaning/medium,Medium,recOL225xKqlBUoxc,2020-02-01 18:26:42.554893+00,2020-02-08 17:02:31.291798+00,,
d168a9fc-c5d7-459f-add9-84d6b09a3c55,It_v006,content/1word/intermediatelevel1/it/testdictation/slow.mp4,,1,content/1word/intermediatelevel1/it/testdictation/slow,Slow ,recRAv4aO15XJWfq5,2020-02-01 18:26:42.63328+00,2020-02-08 17:02:31.291798+00,,
89b5f973-462b-49f6-b5cc-bb4cb4a2c783,Can he_v001,content/2word/intermediatelevel2/canhe/testmeaning/fast.mp4,,1,content/2word/intermediatelevel2/canhe/testmeaning/fast,Fast,recCUyERTyAvAAiRe,2020-02-01 18:26:42.655808+00,2020-02-08 17:02:31.291798+00,,
1a636f77-5c4c-44e2-9b9f-03aa712fc20d,Trying to_v003,content/2word/intermediatelevel2/tryingto/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/tryingto/testmeaning/slow,Slow ,recHpL5GRu2LGN1Ro,2020-02-01 18:26:42.693883+00,2020-02-08 17:02:31.291798+00,,
b24d0825-ac9f-45cc-8b1e-1c1c57cab141,Try to_v003,content/2word/intermediatelevel2/tryto/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/tryto/testmeaning/slow,Slow ,rec8NwPYtHG6yC9Hm,2020-02-01 18:26:42.713979+00,2020-02-08 17:02:31.291798+00,,
bc488941-8f3f-4af8-8449-cd8daaec58fe,Wanted to_v003,content/2word/intermediatelevel2/wantedto/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/wantedto/testmeaning/slow,Slow ,recTrujpGGWch8ROm,2020-02-01 18:26:42.754289+00,2020-02-08 17:02:31.291798+00,,
3fff6729-35d6-4386-b047-0b57c4a2e077,Want to_v003,content/2word/intermediatelevel2/wantto/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/wantto/testmeaning/slow,Slow ,rec5dadfu7aDQI17U,2020-02-01 18:26:42.813968+00,2020-02-08 17:02:31.291798+00,,
73fbd81b-9b11-486a-b0ef-fe0e91e0509c,Out of_v001,content/2word/intermediatelevel2/outof/testmeaning/fast.mp4,,1,content/2word/intermediatelevel2/outof/testmeaning/fast,Fast,recvlO3b0wYsqeN75,2020-02-01 18:26:42.834727+00,2020-02-08 17:02:31.291798+00,,
9a2a2176-897c-44bc-8898-e3015a365599,Quite a_v002,content/2word/intermediatelevel2/quitea/testmeaning/medium.mp4,,1,content/2word/intermediatelevel2/quitea/testmeaning/medium,Medium,reciCPbeDGLCt0eff,2020-02-01 18:26:42.874569+00,2020-02-08 17:02:31.291798+00,,
4a2e9958-f714-4fbd-bab2-ee9378a3ec1d,Sort of_v003,content/2word/intermediatelevel2/sortof/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/sortof/testmeaning/slow,Slow ,recXtF27swvLqOMka,2020-02-01 18:26:42.896595+00,2020-02-08 17:02:31.291798+00,,
d9208038-bcbf-4d98-b9b4-18f78b862571,A couple of_v004,content/3word/intermediatelevel3/acoupleof/testdictation/medium.mp4,,1,content/3word/intermediatelevel3/acoupleof/testdictation/medium,Medium,rec4wpCtrmMWxDlnG,2020-02-01 18:26:42.934591+00,2020-02-08 17:02:31.291798+00,,
c49e9a9a-5d92-4430-b43e-33fa2a01678a,A lot of_v005,content/3word/intermediatelevel3/alotof/testdictation/medium.mp4,,1,content/3word/intermediatelevel3/alotof/testdictation/medium,Medium,recNynDuP4RRoQ6Dj,2020-02-01 18:26:42.994179+00,2020-02-08 17:02:31.291798+00,,
a6ca38a6-87a8-4fc6-a4f5-4d19fc135c2f,In front of_v005,content/3word/intermediatelevel3/infrontof/testdictation/slow.mp4,,1,content/3word/intermediatelevel3/infrontof/testdictation/slow,Slow ,rec2nFsoSHZuGZ8UC,2020-02-01 18:26:43.094035+00,2020-02-08 17:02:31.291798+00,,
8bbedda6-404c-438a-808b-dfbb1c1480ef,One of the_v004,content/3word/intermediatelevel3/oneofthe/testdictation/medium.mp4,,1,content/3word/intermediatelevel3/oneofthe/testdictation/medium,Medium,reclIr6dlZXjCnEiV,2020-02-01 18:26:43.254486+00,2020-02-08 17:02:31.291798+00,,
aeb693b3-9a15-4afe-a772-1dc8739d8ba4,Out of the_v003,content/3word/intermediatelevel3/outofthe/testmeaning/slow.mp4,,1,content/3word/intermediatelevel3/outofthe/testmeaning/slow,Slow ,recKFBid6IfiK3kGq,2020-02-01 18:26:43.315771+00,2020-02-08 17:02:31.291798+00,,
a3d5073f-d2e2-4637-bad3-74756d5714b4,And he was_v003,content/3word/intermediatelevel3/andhewas/testdictation/slow.mp4,,1,content/3word/intermediatelevel3/andhewas/testdictation/slow,Slow ,recUndHtMzABvQFSG,2020-02-01 18:26:43.335558+00,2020-02-08 17:02:31.291798+00,,
d6ce73f5-999f-4be0-a37b-347841cab097,It was just_v003,content/3word/intermediatelevel3/itwasjust/testdictation/fast.mp4,,1,content/3word/intermediatelevel3/itwasjust/testdictation/fast,Fast,recKQBAKAY2hSIns3,2020-02-01 18:26:43.413984+00,2020-02-08 17:02:31.291798+00,,
60460db7-5d6f-4690-964c-b1b96caa8331,But it was_v004,content/3word/intermediatelevel3/butitwas/testdictation/medium.mp4,,1,content/3word/intermediatelevel3/butitwas/testdictation/medium,Medium,recRUk1aJEHNsEt3L,2020-02-01 18:26:43.514256+00,2020-02-08 17:02:31.291798+00,,
02fddcea-e7e9-4e6f-a088-66e9d83b6db0,You were a_v004,content/3word/intermediatelevel3/youwerea/testdictation/fast.mp4,,1,content/3word/intermediatelevel3/youwerea/testdictation/fast,Fast,reccjIq1tgGTDvCxU,2020-02-01 18:26:43.554806+00,2020-02-08 17:02:31.291798+00,,
59af0326-f7a4-4a7b-ba5a-ac7c4e2d4195,Going to try to_v002,content/pro/level1.003/hint1.mp4,,1,content/pro/level1.003/hint1,Slow ,recDX0Y1imMCWXgkU,2020-02-01 18:26:43.633806+00,2020-02-08 17:02:31.291798+00,,
63b123c6-9328-49ac-a18a-d893759823d1,Should have_v002,content/pro/level1.006/hint.mp4,,1,content/pro/level1.006/hint,Slow ,recd3IdT7LckH9pNT,2020-02-01 18:26:43.693697+00,2020-02-08 17:02:31.291798+00,,
83060694-1477-49f8-bcdc-1016268642d4,should have_v001,content/pro/level2.003.mp4,,1,content/pro/level2.003,Neutro,rec13WcGGvxVkSln0,2020-02-01 18:26:43.755207+00,2020-02-08 17:02:31.291798+00,,
23c58168-0c82-4003-be7c-129a514bd1ab,Going to have to_v002,content/pro/level2.006/hint1.mp4,,1,content/pro/level2.006/hint1,Slow ,rec3wO2RPDXs8fdkA,2020-02-01 18:26:43.793694+00,2020-02-08 17:02:31.291798+00,,
77c9d388-83a0-4f70-9a13-14ddc2b82bf2,It'd ego_v001,content/pro/level2.009.mp4,,1,content/pro/level2.009,Neutro,recxNx4adGRqQ2ztK,2020-02-01 18:26:43.815409+00,2020-02-08 17:02:31.291798+00,,
dea33997-15ad-41f8-a27e-2545f616aa51,Would have want to_v001,content/pro/level3.002.mp4,,1,content/pro/level3.002,Neutro,recyg4iolblcPNIQH,2020-02-01 18:26:43.853369+00,2020-02-08 17:02:31.291798+00,,
e17b1fe1-c3e3-4e46-add7-49676d85167e,Why are you had not_v001,content/pro/level3.006.mp4,,1,content/pro/level3.006,Neutro,rec5lZ29w4TJiH3pU,2020-02-01 18:26:43.873949+00,2020-02-08 17:02:31.291798+00,,
b08d5207-c77e-49ee-908f-12019c9626e0,A lot of_v002,content/pro/level3.009/hint.mp4,,1,content/pro/level3.009/hint,Slow ,recrAYLKjd1uBHQQI,2020-02-01 18:26:43.894671+00,2020-02-08 17:02:31.291798+00,,
118912b4-af83-4282-bfcb-00935d081d01,It will_v001,content/spokengrammar/contractions/itwill/testmeaning/fast.mp4,,1,content/spokengrammar/contractions/itwill/testmeaning/fast,Fast,recX7q5zKEgNqG762,2020-02-01 18:26:43.95418+00,2020-02-08 17:02:31.291798+00,,
c88128b6-ade8-45d7-8395-49287b8f1da6,She will_v003,content/spokengrammar/contractions/shewill/testdictation/fast.mp4,,1,content/spokengrammar/contractions/shewill/testdictation/fast,Fast,rec8NpQoBhnVWhD7G,2020-02-01 18:26:44.013461+00,2020-02-08 17:02:31.291798+00,,
fc740cab-4dda-423c-a773-8bb971c41da2,Should have_v002,content/spokengrammar/conditionals/shouldhave/testmeaning/medium.mp4,,1,content/spokengrammar/conditionals/shouldhave/testmeaning/medium,Medium,receTVWaISr9UvTSC,2020-02-01 18:26:44.074328+00,2020-02-08 17:02:31.291798+00,,
e9bbd8bb-2d2a-43cb-bba2-5682fdd7b43c,Would have_v001,content/spokengrammar/conditionals/wouldhave/testmeaning/fast.mp4,,1,content/spokengrammar/conditionals/wouldhave/testmeaning/fast,Fast,recuxR6SL01DPjhqN,2020-02-01 18:26:44.113514+00,2020-02-08 17:02:31.291798+00,,
4cae54a9-2077-4e71-a858-d895b7e50530,How do you_v001,content/spokengrammar/questions/howdoyou/testmeaning/fast.mp4,,1,content/spokengrammar/questions/howdoyou/testmeaning/fast,Fast,recuU6GRuOEGyzryA,2020-02-01 18:26:44.136354+00,2020-02-08 17:02:31.291798+00,,
7c8a47a7-f047-43b7-800a-7998c3c500d4,Things like that _v001,content/3word/corelevel3/thingslikethat/testmeaning/fast.mp4,,1,content/3word/corelevel3/thingslikethat/testmeaning/fast,Fast,recHVvC8jB0voMDzr,2020-02-01 18:26:42.474258+00,2020-02-08 17:02:31.291798+00,,
1724384f-1716-48da-b9f9-3bd3a040ba68,Her_v005,content/1word/intermediatelevel1/her/testdictation/medium.mp4,,1,content/1word/intermediatelevel1/her/testdictation/medium,Medium,recIbtAoXn2wCKgW3,2020-02-01 18:26:42.514243+00,2020-02-08 17:02:31.291798+00,,
8a5203ab-e163-464f-aa87-95db7e40d206,Him_v005,content/1word/intermediatelevel1/him/testdictation/medium.mp4,,1,content/1word/intermediatelevel1/him/testdictation/medium,Medium,recFc10Dfj79G17Qq,2020-02-01 18:26:42.554267+00,2020-02-08 17:02:31.291798+00,,
ec3721fc-3574-4957-b2f4-f710a3bdf84c,makemyday3.mp4,makemyday3.mp4,9e81828a-f0c2-4933-974b-790f80611a67,3,makemyday3,,,2020-06-28 14:05:29.853245+00,2020-11-13 17:50:59.621899+00,,
7ccfaac7-d6e2-422a-9fde-c9e30319a75b,At a_v003,content/2word/intermediatelevel2/ata/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/ata/testmeaning/slow,Slow ,recsAFMaWrqeDh89Z,2020-02-01 18:26:42.633877+00,2020-02-08 17:02:31.291798+00,,
fb538799-4afa-4592-bdbb-622397c10943,Trying to_v001,content/2word/intermediatelevel2/tryingto/testmeaning/fast.mp4,,1,content/2word/intermediatelevel2/tryingto/testmeaning/fast,Fast,rec9vwOwtfskKstRN,2020-02-01 18:26:42.674565+00,2020-02-08 17:02:31.291798+00,,
c9c96247-e242-4f10-a4e8-d68a589c06d8,Try to_v002,content/2word/intermediatelevel2/tryto/testmeaning/medium.mp4,,1,content/2word/intermediatelevel2/tryto/testmeaning/medium,Medium,recrbxsFHREB2pfuW,2020-02-01 18:26:42.713436+00,2020-02-08 17:02:31.291798+00,,
fcdfcaa2-b11b-4ed6-a1e6-b8f5c2548da3,Wanted to_v002,content/2word/intermediatelevel2/wantedto/testmeaning/medium.mp4,,1,content/2word/intermediatelevel2/wantedto/testmeaning/medium,Medium,recyZxc7U2Oes4p2f,2020-02-01 18:26:42.753534+00,2020-02-08 17:02:31.291798+00,,
97b71e4b-f264-4312-9ab2-f969ae5ffb54,Want to_v002,content/2word/intermediatelevel2/wantto/testmeaning/medium.mp4,,1,content/2word/intermediatelevel2/wantto/testmeaning/medium,Medium,recizBwzBq46V8RXH,2020-02-01 18:26:42.813505+00,2020-02-08 17:02:31.291798+00,,
b7043fb2-0a1b-4de2-9453-2764cb951ecf,Ought to_003,content/2word/intermediatelevel2/oughtto/testmeaning/slow.mp4,,1,content/2word/intermediatelevel2/oughtto/testmeaning/slow,Slow ,reciU9KWL2PE0MHc3,2020-02-01 18:26:42.834593+00,2020-02-08 17:02:31.291798+00,,
e9e34b53-9fba-4412-b4e2-634388955c1d,Quite a_v001,content/2word/intermediatelevel2/quitea/testmeaning/fast.mp4,,1,content/2word/intermediatelevel2/quitea/testmeaning/fast,Fast,recApro7s8RGPFer9,2020-02-01 18:26:42.874416+00,2020-02-08 17:02:31.291798+00,,
9ba55510-f5ae-461a-8962-2d08fd4a2eae,Sort of_v004,content/2word/intermediatelevel2/sortof/testdictation/fast.mp4,,1,content/2word/intermediatelevel2/sortof/testdictation/fast,Fast,recmwBa0k9oZJsSwl,2020-02-01 18:26:42.896748+00,2020-02-08 17:02:31.291798+00,,
0f69afda-8c96-4092-920b-8523b8a02edd,A couple of_v001,content/3word/intermediatelevel3/acoupleof/testmeaning/fast.mp4,,1,content/3word/intermediatelevel3/acoupleof/testmeaning/fast,Fast,recvA4mWg2ELmmXad,2020-02-01 18:26:42.933974+00,2020-02-08 17:02:31.291798+00,,
b54e475c-10a4-4056-ba27-6a97d443c34c,A lot of_v002,content/3word/intermediatelevel3/alotof/testmeaning/medium.mp4,,1,content/3word/intermediatelevel3/alotof/testmeaning/medium,Medium,rech6x9XdOJPt1HRG,2020-02-01 18:26:42.993611+00,2020-02-08 17:02:31.291798+00,,
27aa6648-b436-40dd-9606-9b0e397f4278,In front of_v002,content/3word/intermediatelevel3/infrontof/testmeaning/medium.mp4,,1,content/3word/intermediatelevel3/infrontof/testmeaning/medium,Medium,recTwlQIqkC6PzG6L,2020-02-01 18:26:43.03581+00,2020-02-08 17:02:31.291798+00,,
718c481a-28c2-411e-9c06-6da4a40ede5f,Most of the_v001,content/3word/intermediatelevel3/mostofthe/testmeaning/slow.mp4,,1,content/3word/intermediatelevel3/mostofthe/testmeaning/slow,Slow ,recTETU5tFIowU9lK,2020-02-01 18:26:43.174068+00,2020-02-08 17:02:31.291798+00,,
8b382d8c-2e1d-42e0-8c9c-31ceacae65d5,Out of the_v001,content/3word/intermediatelevel3/outofthe/testmeaning/fast.mp4,,1,content/3word/intermediatelevel3/outofthe/testmeaning/fast,Fast,rec6xOgCp84xomRWn,2020-02-01 18:26:43.294183+00,2020-02-08 17:02:31.291798+00,,
47ba9956-49b5-474a-8f86-a380e40ee442,And he was_v001,content/3word/intermediatelevel3/andhewas/testdictation/fast.mp4,,1,content/3word/intermediatelevel3/andhewas/testdictation/fast,Fast,rec5lt0CdI44X1LeM,2020-02-01 18:26:43.333489+00,2020-02-08 17:02:31.291798+00,,
dd60cef5-4677-4e72-b8a5-9e3f66c54ce8,But he was_v005,content/3word/intermediatelevel3/buthewas/testbank/slow.mp4,,1,content/3word/intermediatelevel3/buthewas/testbank/slow,Slow ,recbJZaZKDnhUl2v9,2020-02-01 18:26:43.406391+00,2020-02-08 17:02:31.291798+00,,
287297f8-d6bc-406e-a672-85138bb2acbc,But it was_v002,content/3word/intermediatelevel3/butitwas/testmeaning/slow.mp4,,1,content/3word/intermediatelevel3/butitwas/testmeaning/slow,Slow ,recbkvtFAFgoqGtq3,2020-02-01 18:26:43.474604+00,2020-02-08 17:02:31.291798+00,,
35aa362b-7959-4c64-b594-52d019975fa4,But it was_v008,content/3word/intermediatelevellevel3/butitwas/testbank/slow.mp4,,1,content/3word/intermediatelevellevel3/butitwas/testbank/slow,Slow ,recXCppewcz1DOj9x,2020-02-01 18:26:43.533923+00,2020-02-08 17:02:31.291798+00,,
c1657daa-b139-41bf-9ec7-a78f8ea0a5ae,Just needed to_v001,content/pro/level1.001.mp4,,1,content/pro/level1.001,Neutro,recVNd1TqYnZuGkFG,2020-02-01 18:26:43.593484+00,2020-02-08 17:02:31.291798+00,,
420b55f3-9139-427f-bc98-2d7a719912e6,Painting it_v002,content/pro/level1.005/hint1.mp4,,1,content/pro/level1.005/hint1,Slow ,reckmh8PAN6GAyTuP,2020-02-01 18:26:43.673964+00,2020-02-08 17:02:31.291798+00,,
9413690e-6ec0-4f81-bbda-df3cd789e9e7,Could have his_v001,content/pro/level1.008.mp4,,1,content/pro/level1.008,Neutro,rectv0tXquBkqkzCT,2020-02-01 18:26:43.713581+00,2020-02-08 17:02:31.291798+00,,
666f92f1-f1c2-4f69-80e5-8364c367b65c,"didn't ,even, it, was_v002",content/pro/level2.001/hint1.mp4,,1,content/pro/level2.001/hint1,Slow ,rec2VNVON3okZbMIT,2020-02-01 18:26:43.753487+00,2020-02-08 17:02:31.291798+00,,
9f50d63c-73d6-404b-9258-15c7841e312d,Must have been her_v001 ,content/pro/level2.005.mp4,,1,content/pro/level2.005,Neutro,rece8zIO8TJ0GhUPc,2020-02-01 18:26:43.774019+00,2020-02-08 17:02:31.291798+00,,
ef779c5a-16d5-4572-801f-97b1e90f07fc,So she'll just_v003,content/pro/level2.007/hint2.mp4,,1,content/pro/level2.007/hint2,Slow ,recj3E02zozLoQgPa,2020-02-01 18:26:43.79458+00,2020-02-08 17:02:31.291798+00,,
f3eae308-9012-4bf1-89a7-1016cf04b1ba,Googled and it was-v003,content/pro/level2.010/hint2.mp4,,1,content/pro/level2.010/hint2,Slow ,rec2F7YPLHho6RYn5,2020-02-01 18:26:43.816735+00,2020-02-08 17:02:31.291798+00,,
bab82b47-7d65-466a-a80b-fb12cecf0945,Wouldn't have_v002,content/pro/level3.003/hint.mp4,,1,content/pro/level3.003/hint,Slow ,reco0Bdy6sYLNef8M,2020-02-01 18:26:43.854081+00,2020-02-08 17:02:31.291798+00,,
4ffa3e40-c5e4-4ceb-aa1a-d5e0033c5a41,Has to_v002,content/pro/level3.007/hint.mp4,,1,content/pro/level3.007/hint,Slow ,rec23KYteGdWnZOcw,2020-02-01 18:26:43.893692+00,2020-02-08 17:02:31.291798+00,,
da2288c8-79cb-4dd6-acaa-0f3ae0aa94e4,She will_v001,content/spokengrammar/contractions/shewill/testmeaning/fast.mp4,,1,content/spokengrammar/contractions/shewill/testmeaning/fast,Fast,rec1dXAkuAQhL59fk,2020-02-01 18:26:43.955061+00,2020-02-08 17:02:31.291798+00,,
51f794b4-cc9b-4f2b-8124-e64b6a2317a6,She will_v004,content/spokengrammar/contractions/shewill/testdictation/slow.mp4,,1,content/spokengrammar/contractions/shewill/testdictation/slow,Slow ,reczgd2VEg2aIq2eM,2020-02-01 18:26:44.014821+00,2020-02-08 17:02:31.291798+00,,
02dd71ae-e880-4f1e-82d6-2df2a975d8fc,Could have_v005,content/spokengrammar/conditionals/couldhave/testdictation/medium.mp4,,1,content/spokengrammar/conditionals/couldhave/testdictation/medium,Medium,recQSoiUcGsh70ZGa,2020-02-01 18:26:44.073894+00,2020-02-08 17:02:31.291798+00,,
8fefbd27-0290-4c2b-b3ec-c08de6cf9f4b,Do you want me to_v001,content/spokengrammar/questions/doyouwantmeto/testmeaning/fast.mp4,,1,content/spokengrammar/questions/doyouwantmeto/testmeaning/fast,Fast,recQZzTvIA8zWqUnC,2020-02-01 18:26:44.114519+00,2020-02-08 17:02:31.291798+00,,
b3f07507-5b35-4033-9c0a-e2167cb5ba20,Why did_v002,content/spokengrammar/questions/whydidyou/testmeaning/slow.mp4,,1,content/spokengrammar/questions/whydidyou/testmeaning/slow,Slow ,recLC0olO7KPTUls7,2020-02-01 18:26:44.153224+00,2020-02-08 17:02:31.291798+00,,
8f28d9d9-fcee-4e03-82a1-75b5885305d1,Could not have_v007,content/spokengrammar/conditionals/couldnothave/testbank/medium.mp4,,1,content/spokengrammar/conditionals/couldnothave/testbank/medium,Medium,recgsmgyyrMDtqd0x,2020-02-01 18:26:44.174658+00,2020-02-08 17:02:31.291798+00,,
37535ac2-d3cd-4ebc-bfe7-63f2dc3bd643,Would not have_v001,content/spokengrammar/conditionals/wouldnotnothave/testmeaning/fast.mp4,,1,content/spokengrammar/conditionals/wouldnotnothave/testmeaning/fast,Fast,rec3zgRDKT7PDXzOb,2020-02-01 18:26:44.214314+00,2020-02-08 17:02:31.291798+00,,
78a6a24c-36b5-4ddc-8174-b1ca7851f98e,Sort of like_v003,content/3word/corelevel3/sortoflike/testbank/fast.mp4,,1,content/3word/corelevel3/sortoflike/testbank/fast,Fast,recT095a7kA1AzLly,2020-02-01 18:26:42.473983+00,2020-02-08 17:02:31.291798+00,,
6f6cd436-88e8-4d8d-b236-92fe60d62a3e,Her_v004,content/1word/intermediatelevel1/her/testdictation/fast.mp4,,1,content/1word/intermediatelevel1/her/testdictation/fast,Fast,recxK5YXCfr9V5cCJ,2020-02-01 18:26:42.514+00,2020-02-08 17:02:31.291798+00,,
c4b03ff4-2c86-46a8-9784-6d4b168252da,Him_v002,content/1word/intermediatelevel1/him/testmeaning/medium.mp4,,1,content/1word/intermediatelevel1/him/testmeaning/medium,Medium,recAkaTwiVSTGeyNO,2020-02-01 18:26:42.553551+00,2020-02-08 17:02:31.291798+00,,
